age,bmi
80,32.59812268313433
81,32.64555060035889
82,32.69297851758345
79,32.55069476590977
74,32.31355517978697
75,32.36098309701153
85,32.83526226925713
76,32.40841101423609
77,32.45583893146065
72,32.218699345337846
